"REF_DATE","GEO","DGUID","Receipts, payments and balances","Current account","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1983-04","Canada","2016A000011124","Receipts, seasonally adjusted","Total current account","Dollars","81","millions","6","v61915244","1.1.1","28888","","","","0"
"1983-04","Canada","2016A000011124","Receipts, seasonally adjusted","Goods and services","Dollars","81","millions","6","v61915245","1.1.2","25930","","","","0"
"1983-04","Canada","2016A000011124","Receipts, seasonally adjusted","Goods","Dollars","81","millions","6","v61915246","1.1.3","22895","","","","0"
"1983-04","Canada","2016A000011124","Receipts, seasonally adjusted","Services","Dollars","81","millions","6","v61915248","1.1.5","3036","","","","0"
"1983-04","Canada","2016A000011124","Receipts, seasonally adjusted","Travel","Dollars","81","millions","6","v61915249","1.1.6","935","","","","0"
"1983-04","Canada","2016A000011124","Receipts, seasonally adjusted","Transportation","Dollars","81","millions","6","v61915250","1.1.7","784","","","","0"
"1983-04","Canada","2016A000011124","Receipts, seasonally adjusted","Commercial services","Dollars","81","millions","6","v61915251","1.1.8","1148","","","","0"
"1983-04","Canada","2016A000011124","Receipts, seasonally adjusted","Government services","Dollars","81","millions","6","v61915252","1.1.9","168","","","","0"
"1983-04","Canada","2016A000011124","Receipts, seasonally adjusted","Primary income","Dollars","81","millions","6","v61915253","1.1.10","2524","","","","0"
"1983-04","Canada","2016A000011124","Receipts, seasonally adjusted","Compensation of employees","Dollars","81","millions","6","v61915254","1.1.11","85","","","","0"
"1983-04","Canada","2016A000011124","Receipts, seasonally adjusted","Investment income","Dollars","81","millions","6","v61915255","1.1.12","2439","","","","0"
"1983-04","Canada","2016A000011124","Receipts, seasonally adjusted","Direct investment income","Dollars","81","millions","6","v61915256","1.1.13","435","","","","0"
"1983-04","Canada","2016A000011124","Receipts, seasonally adjusted","Direct investment income, interest","Dollars","81","millions","6","v61915257","1.1.14","0","","","","0"
"1983-04","Canada","2016A000011124","Receipts, seasonally adjusted","Direct investment income, profits","Dollars","81","millions","6","v61915258","1.1.15","435","","","","0"
"1983-04","Canada","2016A000011124","Receipts, seasonally adjusted","Direct investment income, dividends","Dollars","81","millions","6","v61915259","1.1.16","456","","","","0"
"1983-04","Canada","2016A000011124","Receipts, seasonally adjusted","Direct investment income, reinvested earnings","Dollars","81","millions","6","v61915260","1.1.17","-20","","","","0"
"1983-04","Canada","2016A000011124","Receipts, seasonally adjusted","Portfolio investment income","Dollars","81","millions","6","v61915261","1.1.18","112","","","","0"
"1983-04","Canada","2016A000011124","Receipts, seasonally adjusted","Portfolio investment income, interest on debt securities","Dollars","81","millions","6","v61915262","1.1.19","22","","","","0"
"1983-04","Canada","2016A000011124","Receipts, seasonally adjusted","Portfolio investment, interest on bonds","Dollars","81","millions","6","v61915263","1.1.20","22","","","","0"
"1983-04","Canada","2016A000011124","Receipts, seasonally adjusted","Portfolio investment, interest on money market instruments","Dollars","81","millions","6","v61915264","1.1.21","","..","","","0"
"1983-04","Canada","2016A000011124","Receipts, seasonally adjusted","Portfolio investment income, dividends on equity and investment fund shares","Dollars","81","millions","6","v61915265","1.1.22","90","","","","0"
"1983-04","Canada","2016A000011124","Receipts, seasonally adjusted","Other investment income","Dollars","81","millions","6","v61915266","1.1.23","1891","","","","0"
"1983-04","Canada","2016A000011124","Receipts, seasonally adjusted","Secondary income","Dollars","81","millions","6","v61915267","1.1.24","434","","","","0"
"1983-04","Canada","2016A000011124","Receipts, seasonally adjusted","Private transfers","Dollars","81","millions","6","v61915268","1.1.25","151","","","","0"
"1983-04","Canada","2016A000011124","Receipts, seasonally adjusted","Other private transfers","Dollars","81","millions","6","v61915269","1.1.26","151","","","","0"
"1983-04","Canada","2016A000011124","Receipts, seasonally adjusted","Government transfers","Dollars","81","millions","6","v61915270","1.1.30","282","","","","0"
"1983-04","Canada","2016A000011124","Receipts, seasonally adjusted","Canadian taxes","Dollars","81","millions","6","v61915271","1.1.31","278","","","","0"
"1983-04","Canada","2016A000011124","Receipts, seasonally adjusted","Other transfers of government","Dollars","81","millions","6","v61915272","1.1.33","4","","","","0"
"1983-04","Canada","2016A000011124","Payments, seasonally adjusted","Total current account","Dollars","81","millions","6","v61915273","1.2.1","28796","","","","0"
"1983-04","Canada","2016A000011124","Payments, seasonally adjusted","Goods and services","Dollars","81","millions","6","v61915274","1.2.2","21672","","","","0"
"1983-04","Canada","2016A000011124","Payments, seasonally adjusted","Goods","Dollars","81","millions","6","v61915275","1.2.3","17779","","","","0"
"1983-04","Canada","2016A000011124","Payments, seasonally adjusted","Services","Dollars","81","millions","6","v61915276","1.2.5","3893","","","","0"
"1983-04","Canada","2016A000011124","Payments, seasonally adjusted","Travel","Dollars","81","millions","6","v61915277","1.2.6","1268","","","","0"
"1983-04","Canada","2016A000011124","Payments, seasonally adjusted","Transportation","Dollars","81","millions","6","v61915278","1.2.7","962","","","","0"
"1983-04","Canada","2016A000011124","Payments, seasonally adjusted","Commercial services","Dollars","81","millions","6","v61915279","1.2.8","1472","","","","0"
"1983-04","Canada","2016A000011124","Payments, seasonally adjusted","Government services","Dollars","81","millions","6","v61915280","1.2.9","191","","","","0"
"1983-04","Canada","2016A000011124","Payments, seasonally adjusted","Primary income","Dollars","81","millions","6","v61915281","1.2.10","6539","","","","0"
"1983-04","Canada","2016A000011124","Payments, seasonally adjusted","Compensation of employees","Dollars","81","millions","6","v61915282","1.2.11","112","","","","0"
"1983-04","Canada","2016A000011124","Payments, seasonally adjusted","Investment income","Dollars","81","millions","6","v61915283","1.2.12","6427","","","","0"
"1983-04","Canada","2016A000011124","Payments, seasonally adjusted","Direct investment income","Dollars","81","millions","6","v61915284","1.2.13","1521","","","","0"
"1983-04","Canada","2016A000011124","Payments, seasonally adjusted","Direct investment income, interest","Dollars","81","millions","6","v61915285","1.2.14","150","","","","0"
"1983-04","Canada","2016A000011124","Payments, seasonally adjusted","Direct investment income, profits","Dollars","81","millions","6","v61915286","1.2.15","1371","","","","0"
"1983-04","Canada","2016A000011124","Payments, seasonally adjusted","Direct investment income, dividends","Dollars","81","millions","6","v61915287","1.2.16","646","","","","0"
"1983-04","Canada","2016A000011124","Payments, seasonally adjusted","Direct investment income, reinvested earnings","Dollars","81","millions","6","v61915288","1.2.17","725","","","","0"
"1983-04","Canada","2016A000011124","Payments, seasonally adjusted","Portfolio investment income","Dollars","81","millions","6","v61915289","1.2.18","2326","","","","0"
"1983-04","Canada","2016A000011124","Payments, seasonally adjusted","Portfolio investment income, interest on debt securities","Dollars","81","millions","6","v61915290","1.2.19","2260","","","","0"
"1983-04","Canada","2016A000011124","Payments, seasonally adjusted","Portfolio investment, interest on bonds","Dollars","81","millions","6","v61915291","1.2.20","2189","","","","0"
"1983-04","Canada","2016A000011124","Payments, seasonally adjusted","Portfolio investment, interest on money market instruments","Dollars","81","millions","6","v61915292","1.2.21","72","","","","0"
"1983-04","Canada","2016A000011124","Payments, seasonally adjusted","Portfolio investment income, dividends on equity and investment fund shares","Dollars","81","millions","6","v61915293","1.2.22","66","","","","0"
"1983-04","Canada","2016A000011124","Payments, seasonally adjusted","Other investment income","Dollars","81","millions","6","v61915294","1.2.23","2580","","","","0"
"1983-04","Canada","2016A000011124","Payments, seasonally adjusted","Secondary income","Dollars","81","millions","6","v61915295","1.2.24","585","","","","0"
"1983-04","Canada","2016A000011124","Payments, seasonally adjusted","Private transfers","Dollars","81","millions","6","v61915296","1.2.25","209","","","","0"
"1983-04","Canada","2016A000011124","Payments, seasonally adjusted","Other private transfers","Dollars","81","millions","6","v61915297","1.2.26","148","","","","0"
"1983-04","Canada","2016A000011124","Payments, seasonally adjusted","Personal transfers","Dollars","81","millions","6","v61915298","1.2.27","73","","","","0"
"1983-04","Canada","2016A000011124","Payments, seasonally adjusted","Other private non-personal transfers","Dollars","81","millions","6","v61915299","1.2.28","75","","","","0"
"1983-04","Canada","2016A000011124","Payments, seasonally adjusted","Foreign taxes","Dollars","81","millions","6","v61915300","1.2.29","61","","","","0"
"1983-04","Canada","2016A000011124","Payments, seasonally adjusted","Government transfers","Dollars","81","millions","6","v61915301","1.2.30","376","","","","0"
"1983-04","Canada","2016A000011124","Payments, seasonally adjusted","Official contributions","Dollars","81","millions","6","v61915302","1.2.32","329","","","","0"
"1983-04","Canada","2016A000011124","Payments, seasonally adjusted","Other transfers of government","Dollars","81","millions","6","v61915303","1.2.33","47","","","","0"
"1983-04","Canada","2016A000011124","Balances, seasonally adjusted","Total current account","Dollars","81","millions","6","v61915304","1.3.1","92","","","","0"
"1983-04","Canada","2016A000011124","Balances, seasonally adjusted","Goods and services","Dollars","81","millions","6","v61915305","1.3.2","4258","","","","0"
"1983-04","Canada","2016A000011124","Balances, seasonally adjusted","Goods","Dollars","81","millions","6","v61915306","1.3.3","5116","","","","0"
"1983-04","Canada","2016A000011124","Balances, seasonally adjusted","Services","Dollars","81","millions","6","v61915308","1.3.5","-858","","","","0"
"1983-04","Canada","2016A000011124","Balances, seasonally adjusted","Travel","Dollars","81","millions","6","v61915309","1.3.6","-333","","","","0"
"1983-04","Canada","2016A000011124","Balances, seasonally adjusted","Transportation","Dollars","81","millions","6","v61915310","1.3.7","-178","","","","0"
"1983-04","Canada","2016A000011124","Balances, seasonally adjusted","Commercial services","Dollars","81","millions","6","v61915311","1.3.8","-324","","","","0"
"1983-04","Canada","2016A000011124","Balances, seasonally adjusted","Government services","Dollars","81","millions","6","v61915312","1.3.9","-23","","","","0"
"1983-04","Canada","2016A000011124","Balances, seasonally adjusted","Primary income","Dollars","81","millions","6","v61915313","1.3.10","-4014","","","","0"
"1983-04","Canada","2016A000011124","Balances, seasonally adjusted","Compensation of employees","Dollars","81","millions","6","v61915314","1.3.11","-27","","","","0"
"1983-04","Canada","2016A000011124","Balances, seasonally adjusted","Investment income","Dollars","81","millions","6","v61915315","1.3.12","-3988","","","","0"
"1983-04","Canada","2016A000011124","Balances, seasonally adjusted","Direct investment income","Dollars","81","millions","6","v61915316","1.3.13","-1085","","","","0"
